0,Mon Feb 10 2014 13:30:36 GMT+0800 (CST)
0,Mon Feb 10 2014 13:36:04 GMT+0800 (CST)
-1,Mon Feb 10 2014 13:41:31 GMT+0800 (CST)
-2,Mon Feb 10 2014 13:48:09 GMT+0800 (CST)
1,Mon Feb 10 2014 13:54:14 GMT+0800 (CST)
0,Mon Feb 10 2014 13:59:42 GMT+0800 (CST)
1,Mon Feb 10 2014 14:05:09 GMT+0800 (CST)
0,Mon Feb 10 2014 14:10:35 GMT+0800 (CST)
-1,Mon Feb 10 2014 14:16:02 GMT+0800 (CST)
0,Mon Feb 10 2014 14:21:29 GMT+0800 (CST)
0,Mon Feb 10 2014 14:26:57 GMT+0800 (CST)
-1,Mon Feb 10 2014 14:32:18 GMT+0800 (CST)
0,Mon Feb 10 2014 14:37:45 GMT+0800 (CST)
0,Mon Feb 10 2014 14:43:13 GMT+0800 (CST)
1,Mon Feb 10 2014 14:48:39 GMT+0800 (CST)
0,Mon Feb 10 2014 14:54:06 GMT+0800 (CST)
0,Mon Feb 10 2014 14:59:32 GMT+0800 (CST)
0,Mon Feb 10 2014 15:04:58 GMT+0800 (CST)
0,Mon Feb 10 2014 15:10:23 GMT+0800 (CST)
0,Mon Feb 10 2014 15:15:50 GMT+0800 (CST)
0,Mon Feb 10 2014 15:21:18 GMT+0800 (CST)
0,Mon Feb 10 2014 15:26:44 GMT+0800 (CST)
0,Mon Feb 10 2014 15:32:11 GMT+0800 (CST)
0,Mon Feb 10 2014 15:37:38 GMT+0800 (CST)
0,Mon Feb 10 2014 15:43:06 GMT+0800 (CST)
0,Mon Feb 10 2014 15:48:32 GMT+0800 (CST)
0,Mon Feb 10 2014 15:54:00 GMT+0800 (CST)
0,Mon Feb 10 2014 15:59:26 GMT+0800 (CST)
0,Mon Feb 10 2014 16:04:39 GMT+0800 (CST)
6,Mon Feb 10 2014 16:10:59 GMT+0800 (CST)
0,Mon Feb 10 2014 16:16:25 GMT+0800 (CST)
0,Mon Feb 10 2014 16:21:52 GMT+0800 (CST)
0,Mon Feb 10 2014 16:27:19 GMT+0800 (CST)
0,Mon Feb 10 2014 16:32:48 GMT+0800 (CST)
0,Mon Feb 10 2014 16:38:15 GMT+0800 (CST)
0,Mon Feb 10 2014 16:43:43 GMT+0800 (CST)
0,Mon Feb 10 2014 16:51:00 GMT+0800 (CST)
0,Mon Feb 10 2014 16:56:28 GMT+0800 (CST)
0,Mon Feb 10 2014 17:03:26 GMT+0800 (CST)
0,Mon Feb 10 2014 17:08:30 GMT+0800 (CST)
0,Mon Feb 10 2014 17:15:23 GMT+0800 (CST)
0,Mon Feb 10 2014 17:22:37 GMT+0800 (CST)
0,Mon Feb 10 2014 17:29:17 GMT+0800 (CST)
0,Mon Feb 10 2014 17:34:44 GMT+0800 (CST)
0,Mon Feb 10 2014 17:40:13 GMT+0800 (CST)
0,Mon Feb 10 2014 17:45:41 GMT+0800 (CST)
0,Mon Feb 10 2014 17:51:09 GMT+0800 (CST)
0,Mon Feb 10 2014 17:56:37 GMT+0800 (CST)
0,Mon Feb 10 2014 18:02:05 GMT+0800 (CST)
0,Mon Feb 10 2014 18:07:31 GMT+0800 (CST)
0,Mon Feb 10 2014 18:12:58 GMT+0800 (CST)
0,Mon Feb 10 2014 18:18:26 GMT+0800 (CST)
0,Mon Feb 10 2014 18:23:54 GMT+0800 (CST)
0,Mon Feb 10 2014 18:29:21 GMT+0800 (CST)
0,Mon Feb 10 2014 18:34:49 GMT+0800 (CST)
0,Mon Feb 10 2014 18:40:17 GMT+0800 (CST)
0,Mon Feb 10 2014 18:45:45 GMT+0800 (CST)
0,Mon Feb 10 2014 18:51:13 GMT+0800 (CST)
0,Mon Feb 10 2014 18:56:41 GMT+0800 (CST)
0,Mon Feb 10 2014 19:03:09 GMT+0800 (CST)
0,Mon Feb 10 2014 19:09:08 GMT+0800 (CST)
0,Mon Feb 10 2014 19:14:28 GMT+0800 (CST)
0,Mon Feb 10 2014 19:20:17 GMT+0800 (CST)
0,Mon Feb 10 2014 19:26:27 GMT+0800 (CST)
0,Mon Feb 10 2014 19:31:54 GMT+0800 (CST)
0,Mon Feb 10 2014 19:37:22 GMT+0800 (CST)
