0,Wed Nov 27 2013 16:32:13 GMT+0800 (CST)
0,Wed Nov 27 2013 16:37:26 GMT+0800 (CST)
0,Wed Nov 27 2013 16:42:41 GMT+0800 (CST)
0,Wed Nov 27 2013 16:48:00 GMT+0800 (CST)
0,Wed Nov 27 2013 16:53:19 GMT+0800 (CST)
-1,Wed Nov 27 2013 16:58:39 GMT+0800 (CST)
0,Wed Nov 27 2013 17:03:40 GMT+0800 (CST)
0,Wed Nov 27 2013 17:08:44 GMT+0800 (CST)
0,Wed Nov 27 2013 17:13:51 GMT+0800 (CST)
0,Wed Nov 27 2013 17:18:58 GMT+0800 (CST)
0,Wed Nov 27 2013 17:24:07 GMT+0800 (CST)
0,Wed Nov 27 2013 17:29:18 GMT+0800 (CST)
0,Wed Nov 27 2013 17:34:26 GMT+0800 (CST)
-1,Wed Nov 27 2013 17:39:34 GMT+0800 (CST)
0,Wed Nov 27 2013 17:44:42 GMT+0800 (CST)
0,Wed Nov 27 2013 17:49:50 GMT+0800 (CST)
0,Wed Nov 27 2013 17:54:58 GMT+0800 (CST)
1,Wed Nov 27 2013 18:00:06 GMT+0800 (CST)
0,Wed Nov 27 2013 18:05:12 GMT+0800 (CST)
0,Wed Nov 27 2013 18:10:21 GMT+0800 (CST)
0,Wed Nov 27 2013 18:15:29 GMT+0800 (CST)
0,Wed Nov 27 2013 18:20:37 GMT+0800 (CST)
0,Wed Nov 27 2013 18:25:46 GMT+0800 (CST)
0,Wed Nov 27 2013 18:30:56 GMT+0800 (CST)
0,Wed Nov 27 2013 18:36:05 GMT+0800 (CST)
0,Wed Nov 27 2013 18:41:13 GMT+0800 (CST)
0,Wed Nov 27 2013 18:46:21 GMT+0800 (CST)
0,Wed Nov 27 2013 18:51:29 GMT+0800 (CST)
0,Wed Nov 27 2013 18:56:39 GMT+0800 (CST)
0,Wed Nov 27 2013 19:01:48 GMT+0800 (CST)
0,Wed Nov 27 2013 19:06:56 GMT+0800 (CST)
0,Wed Nov 27 2013 19:12:04 GMT+0800 (CST)
0,Wed Nov 27 2013 19:17:13 GMT+0800 (CST)
0,Wed Nov 27 2013 19:22:22 GMT+0800 (CST)
0,Wed Nov 27 2013 19:27:31 GMT+0800 (CST)
0,Wed Nov 27 2013 19:32:40 GMT+0800 (CST)
0,Wed Nov 27 2013 19:37:50 GMT+0800 (CST)
0,Wed Nov 27 2013 19:42:59 GMT+0800 (CST)
0,Wed Nov 27 2013 19:48:08 GMT+0800 (CST)
0,Wed Nov 27 2013 19:53:16 GMT+0800 (CST)
0,Wed Nov 27 2013 19:58:26 GMT+0800 (CST)
0,Wed Nov 27 2013 20:03:36 GMT+0800 (CST)
0,Wed Nov 27 2013 20:08:44 GMT+0800 (CST)
0,Wed Nov 27 2013 20:13:58 GMT+0800 (CST)
0,Wed Nov 27 2013 20:19:03 GMT+0800 (CST)
0,Wed Nov 27 2013 20:24:12 GMT+0800 (CST)
0,Wed Nov 27 2013 20:29:20 GMT+0800 (CST)
0,Wed Nov 27 2013 20:34:29 GMT+0800 (CST)
0,Wed Nov 27 2013 20:39:38 GMT+0800 (CST)
0,Wed Nov 27 2013 20:44:45 GMT+0800 (CST)
0,Wed Nov 27 2013 20:49:53 GMT+0800 (CST)
0,Wed Nov 27 2013 20:55:01 GMT+0800 (CST)
0,Wed Nov 27 2013 21:00:10 GMT+0800 (CST)
0,Wed Nov 27 2013 21:05:19 GMT+0800 (CST)
0,Wed Nov 27 2013 21:10:30 GMT+0800 (CST)
0,Wed Nov 27 2013 21:15:41 GMT+0800 (CST)
